heat_con,layout,location,neighborhood,type_layout,area,building,decoration,direction,heat,name,price,subway,url,visiting,zone,zoneinfo
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：3室1厅1卫  ,108平米  ,福城上上城三季  ,,南 北,,福城上上城三季 3室1厅 1800元,1800,,https://lf.lianjia.com/zufang/101103200744.html,,燕顺路东租房/中楼层(共23层)/2010年建板塔结合,3室1厅  
集中供暖,暂无数据,天洋城,燕郊,房屋户型：1室1厅1卫  ,56平米  ,天洋城  ,,北,,天洋城 1室1厅 1650元,1650,,https://lf.lianjia.com/zufang/101103200754.html,,天洋城租房/中楼层(共33层)/2011年建板塔结合,1室1厅  
集中供暖,暂无数据,燕顺路西,燕郊,房屋户型：3室2厅1卫  ,99平米  ,美林湾  ,,南 西 北,,美林湾 3室2厅 1900元,1900,,https://lf.lianjia.com/zufang/101103200756.html,,燕顺路西租房/低楼层(共6层)/2009年建板楼,3室2厅  
自供暖,暂无数据,玉泉营,丰台,房屋户型：2室1厅1卫  ,104平米  ,三环新城7号院  ,,南,,三环新城7号院 2室1厅 7000元,7000,,https://bj.lianjia.com/zufang/101103200766.html,,玉泉营租房/中楼层(共15层)/2005年建塔楼,2室1厅  
集中供暖,整租,大兴其它,大兴,房屋户型：3室2厅1卫  整租,91平米  ,万科金域东郡  ,,南 北,,金域东郡 南北通透 家具全齐 房屋干净 拎包入住,6500,,https://bj.lianjia.com/zufang/101103200772.html,,大兴其它租房/高楼层(共9层)/2016年建板楼,3室2厅  
集中供暖,暂无数据,学院路,海淀,房屋户型：2室1厅1卫  ,72平米  ,城华园  ,,西南,,城华园 2室1厅 7500元,7500,,https://bj.lianjia.com/zufang/101103200777.html,,学院路租房/低楼层(共27层)/2002年建塔楼,2室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：3室1厅1卫  ,109平米  ,上上城理想新城  ,,南 北,,上上城理想新城 3室1厅 2000元,2000,,https://lf.lianjia.com/zufang/101103200781.html,,燕顺路国道租房/中楼层(共32层)/2016年建板塔结合,3室1厅  
集中供暖,暂无数据,大峪,门头沟,房屋户型：2房间1卫  ,37平米  ,中昂时代广场  ,,东,,中昂时代广场 2房间1卫 3500元,3500,,https://bj.lianjia.com/zufang/101103200785.html,,大峪租房/高楼层(共19层)/2017年建塔楼,2房间1卫  
集中供暖,整租,北苑,朝阳,房屋户型：1房间1卫  整租,51平米  ,乐想汇  ,,东,,乐想汇 1房间1卫 5700元,5700,,https://bj.lianjia.com/zufang/101103200233.html,,北苑租房/高楼层(共18层)/2013年建塔楼,1房间1卫  
集中供暖,整租,官园,西城,房屋户型：3室2厅2卫  整租,191平米  ,西派国际公寓  ,,东 南 西,,西派国际公寓 3室2厅 46000元,46000,,https://bj.lianjia.com/zufang/101103200239.html,,官园租房/高楼层(共17层)/2009年建板楼,3室2厅  
集中供暖,暂无数据,燕莎,朝阳,房屋户型：2室1厅1卫  ,53平米  ,霞光里30号院  ,,南 北,,霞光里30号院 2室1厅 6800元,6800,,https://bj.lianjia.com/zufang/101103200249.html,,燕莎租房/低楼层(共6层)/1987年建板楼,2室1厅  
暂无数据,暂无数据,燕顺路国道,燕郊,房屋户型：1室1厅1卫  ,56平米  ,汇福悦榕湾  ,,北,,汇福悦榕湾 1室1厅 1500元,1500,,https://lf.lianjia.com/zufang/101103200874.html,,燕顺路国道租房/高楼层(共33层)/暂无数据,1室1厅  
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：3室1厅1卫  ,100平米  ,福城上上城三季  ,,南 北,,福城上上城三季 3室1厅 1800元,1800,,https://lf.lianjia.com/zufang/101103200877.html,,燕顺路东租房/高楼层(共24层)/2010年建板塔结合,3室1厅  
集中供暖,暂无数据,四惠,朝阳,房屋户型：2室1厅2卫  ,101平米  ,东恒时代一期  ,,南 西,,东恒时代一期 2室1厅 9800元,9800,,https://bj.lianjia.com/zufang/101103200901.html,,四惠租房/低楼层(共30层)/2003年建塔楼,2室1厅  
集中供暖,暂无数据,杨庄,石景山,房屋户型：1室0厅1卫  ,48平米  ,西现代城  ,,北,,西现代城 1室0厅 4300元,4300,,https://bj.lianjia.com/zufang/101103200790.html,,杨庄租房/低楼层(共22层)/2004年建板塔结合,1室0厅  
集中供暖,暂无数据,燕顺路西,燕郊,房屋户型：2室1厅1卫  ,71平米  ,星河皓月  ,,西南,,星河皓月 2室1厅 1400元,1400,,https://lf.lianjia.com/zufang/101103200818.html,,燕顺路西租房/中楼层(共6层)/2009年建板楼,2室1厅  
自供暖,整租,旧宫,丰台,房屋户型：3室1厅1卫  整租,130平米  ,润枫锦尚  ,,南 北,,润枫锦尚 3室1厅 6500元,6500,,https://bj.lianjia.com/zufang/101103200822.html,,旧宫租房/中楼层(共10层)/2010年建板塔结合,3室1厅  
集中供暖,暂无数据,定慧寺,海淀,房屋户型：2室1厅1卫  ,66平米  ,八里庄北里  ,,南 北,,八里庄北里 2室1厅 6700元,6700,,https://bj.lianjia.com/zufang/101103200226.html,,定慧寺租房/中楼层(共6层)/1996年建板楼,2室1厅  
自供暖,整租,临河里,通州,房屋户型：2室1厅1卫  整租,100平米  ,DBC加州小镇  ,,南 北,,DBC加州小镇南北通透大两居家具家电齐全拎包入住,5500,,https://bj.lianjia.com/zufang/101103203866.html,,临河里租房/中楼层(共6层)/2007年建板楼,2室1厅  
集中供暖,整租,花乡,丰台,房屋户型：3室2厅2卫  整租,122平米  ,银地家园  ,,南 北,,银地家园 3室2厅 7500元,7500,,https://bj.lianjia.com/zufang/101103203877.html,,花乡租房/中楼层(共14层)/2004年建板塔结合,3室2厅  
集中供暖,整租,北苑,朝阳,房屋户型：2室1厅1卫  整租,90平米  ,美立方  ,,南 北,,五号线立水桥南附近 南北户型 购物方便,7500,,https://bj.lianjia.com/zufang/101103203894.html,,北苑租房/中楼层(共17层)/2011年建板楼,2室1厅  
自供暖,整租,回龙观,昌平,房屋户型：3室1厅1卫  整租,127平米  ,龙跃苑四区  ,,南 北,,龙跃苑四区 3室1厅 10000元,10000,,https://bj.lianjia.com/zufang/101103203910.html,,回龙观租房/低楼层(共6层)/2005年建板楼,3室1厅  
暂无数据,暂无数据,后沙峪,顺义,房屋户型：2室1厅1卫  ,91平米  ,明德家园  ,,南 北,,明德家园 2室1厅 7300元,7300,,https://bj.lianjia.com/zufang/101103203918.html,,后沙峪租房/高楼层(共9层)/2014年建暂无数据,2室1厅  
集中供暖,整租,劲松,朝阳,房屋户型：2室1厅1卫  整租,60平米  ,武圣东里  ,,南 北,,武圣东里 2室1厅 6400元,6400,,https://bj.lianjia.com/zufang/101103203956.html,,劲松租房/高楼层(共6层)/1984年建板楼,2室1厅  
集中供暖,暂无数据,科技园区,丰台,房屋户型：3室1厅1卫  ,61平米  ,看丹路4号院  ,,南 北,,看丹路4号院大面积低楼层非隔断三居,5000,,https://bj.lianjia.com/zufang/101103203968.html,,科技园区租房/低楼层(共6层)/1992年建板楼,3室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：1室1厅1卫  ,57平米  ,福泽颐园  ,,南,,福泽颐园 1室1厅 1200元,1200,,https://lf.lianjia.com/zufang/101103203979.html,,福成五期公交总站租房/低楼层(共32层)/2007年建板塔结合,1室1厅  
集中供暖,暂无数据,陶然亭,西城,房屋户型：1室1厅1卫  ,67平米  ,永安路小区  ,,东 北,,永安路小区 1室1厅 6300元,6300,,https://bj.lianjia.com/zufang/101103204474.html,,陶然亭租房/高楼层(共4层)/1955年建板楼,1室1厅  
集中供暖,整租,双井,朝阳,房屋户型：2室1厅1卫  整租,95平米  ,苹果社区南区  ,,南,,双井地铁站 南向高层两居 17年新装修 家电齐全拎包住,12800,,https://bj.lianjia.com/zufang/101103204476.html,,双井租房/高楼层(共23层)/2005年建板塔结合,2室1厅  
自供暖,暂无数据,天洋城4代,燕郊,房屋户型：1室0厅1卫  ,41平米  ,天洋城4代北区  ,,北,,天洋城4代北区 1室0厅 1000元,1000,,https://lf.lianjia.com/zufang/101103204497.html,,天洋城4代租房/高楼层(共9层)/2017年建板塔结合,1室0厅  
集中供暖,暂无数据,福成四期,燕郊,房屋户型：2室1厅1卫  ,76平米  ,福泽御园  ,,南,,福泽御园南向两居室 适合一家人入住 拎包入住,1400,,https://lf.lianjia.com/zufang/101103204510.html,,福成四期租房/低楼层(共23层)/2007年建板塔结合,2室1厅  
集中供暖,暂无数据,北关,通州,房屋户型：2室2厅1卫  ,88平米  ,翠福园  ,,南 北,,翠福园 2室2厅 4300元,4300,,https://bj.lianjia.com/zufang/101103204515.html,,北关租房/高楼层(共6层)/2008年建板楼,2室2厅  
集中供暖,整租,定慧寺,海淀,房屋户型：1室1厅1卫  整租,42平米  ,定慧东里  ,,西南,,多余房产，目前不用，所以出租，可长租。,5700,,https://bj.lianjia.com/zufang/101103204531.html,,定慧寺租房/低楼层(共16层)/1990年建塔楼,1室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：2室1厅1卫  ,88平米  ,东方夏威夷南岸二期  ,,南,,东方夏威夷南岸二期 2室1厅 2100元,2100,,https://lf.lianjia.com/zufang/101103204532.html,,燕顺路国道租房/低楼层(共24层)/2012年建板塔结合,2室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室1厅1卫  ,93平米  ,金桥嘉苑  ,,南 北,,金桥嘉苑 2室1厅 1600元,1600,,https://lf.lianjia.com/zufang/101103204544.html,,首尔甜城租房/低楼层(共16层)/2012年建板楼,2室1厅  
集中供暖,暂无数据,红庙,朝阳,房屋户型：2室1厅1卫  ,70平米  ,慈云寺  ,,西南,,慈云寺 2室1厅 7800元,7800,,https://bj.lianjia.com/zufang/101103204369.html,,红庙租房/低楼层(共21层)/1991年建塔楼,2室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：4室1厅2卫  ,140平米  ,福城上上城二季  ,,南 北,,福城上上城二季 4室1厅 2600元,2600,,https://lf.lianjia.com/zufang/101103204379.html,,燕顺路国道租房/低楼层(共15层)/2009年建板塔结合,4室1厅  
集中供暖,整租,马家堡,丰台,房屋户型：1室1厅1卫  整租,65平米  ,星河城东区  ,,南,,星河城东区 1室1厅 6700元,6700,,https://bj.lianjia.com/zufang/101103204383.html,,马家堡租房/高楼层(共18层)/2007年建塔楼,1室1厅  
集中供暖,暂无数据,梨园,通州,房屋户型：1室1厅1卫  ,61平米  ,时尚街区东区  ,,南,,时尚街区东区 1室1厅 4000元,4000,,https://bj.lianjia.com/zufang/101103204408.html,,梨园租房/中楼层(共20层)/2003年建塔楼,1室1厅  
集中供暖,暂无数据,青塔,丰台,房屋户型：2室1厅1卫  ,74平米  ,广安﹒康馨家园  ,,南,,广安﹒康馨家园 2室1厅 5000元,5000,,https://bj.lianjia.com/zufang/101103204413.html,,青塔租房/低楼层(共30层)/2015年建板塔结合,2室1厅  
集中供暖,暂无数据,天洋城,燕郊,房屋户型：2室1厅1卫  ,91平米  ,天洋城  ,,西南,,天洋城 2室1厅 2700元,2700,,https://lf.lianjia.com/zufang/101103204420.html,,天洋城租房/低楼层(共33层)/2011年建板塔结合,2室1厅  
集中供暖,整租,天通苑,昌平,房屋户型：2室1厅1卫  整租,91平米  ,天通苑本六区  ,,南 北,,天通苑本六区 2室1厅 5900元,5900,,https://bj.lianjia.com/zufang/101103204447.html,,天通苑租房/高楼层(共6层)/2001年建板楼,2室1厅  
集中供暖,整租,天通苑,昌平,房屋户型：3室2厅2卫  整租,148平米  ,天通苑北二区  ,,南 北,,天通苑北二区 3室2厅 9000元,9000,,https://bj.lianjia.com/zufang/101103204451.html,,天通苑租房/高楼层(共12层)/2005年建板楼,3室2厅  
集中供暖,整租,八角,石景山,房屋户型：2室1厅1卫  整租,89平米  ,融景城  ,,南 北,,融景城 业主自住两居室 家电齐全 中间层,6800,,https://bj.lianjia.com/zufang/101103204455.html,,八角租房/中楼层(共17层)/2012年建板塔结合,2室1厅  
集中供暖,暂无数据,燕京航城,燕郊,房屋户型：1室0厅1卫  ,46平米  ,风尚国际公寓  ,,北,,风尚国际公寓 1室0厅 1300元,1300,,https://lf.lianjia.com/zufang/101103204462.html,,燕京航城租房/低楼层(共34层)/2009年建塔楼,1室0厅  
集中供暖,整租,马家堡,丰台,房屋户型：2室1厅1卫  整租,79平米  ,角门13号院  ,,南,,4号线10号线双地铁角门西南向房屋,6200,,https://bj.lianjia.com/zufang/101103204260.html,,马家堡租房/中楼层(共14层)/2000年建板塔结合,2室1厅  
集中供暖,暂无数据,燕京航城,燕郊,房屋户型：1室1厅1卫  ,70平米  ,燕京航城  ,,西北,,燕京航城 1室1厅 1200元,1200,,https://lf.lianjia.com/zufang/101103204280.html,,燕京航城租房/低楼层(共26层)/2009年建塔楼,1室1厅  
集中供暖,整租,阜成门,西城,房屋户型：1室1厅1卫  整租,39平米  ,北露园  ,,南,,北露园精装一居室 家具家电齐全 可拎包入住,5800,,https://bj.lianjia.com/zufang/101103204282.html,,阜成门租房/高楼层(共6层)/1993年建板楼,1室1厅  
集中供暖,暂无数据,燕京航城,燕郊,房屋户型：2室1厅1卫  ,81平米  ,风尚国际公寓  ,,南,,风尚国际公寓 2室1厅 1600元,1600,,https://lf.lianjia.com/zufang/101103204289.html,,燕京航城租房/中楼层(共34层)/2009年建塔楼,2室1厅  
暂无数据,暂无数据,燕京航城,燕郊,房屋户型：1室1厅1卫  ,63平米  ,鑫乐汇  ,,北,,鑫乐汇 1室1厅 1650元,1650,,https://lf.lianjia.com/zufang/101103204295.html,,燕京航城租房/高楼层(共18层)/暂无数据,1室1厅  
集中供暖,暂无数据,燕顺路西,燕郊,房屋户型：3室1厅2卫  ,103平米  ,纳丹堡  ,,南 北,,纳丹堡 3室1厅 1500元,1500,,https://lf.lianjia.com/zufang/101103204299.html,,燕顺路西租房/高楼层(共18层)/2009年建板楼,3室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：1室1厅1卫  ,72平米  ,福成公寓B  ,,南,,福成公寓B 1室1厅 1300元,1300,,https://lf.lianjia.com/zufang/101103204348.html,,福成五期公交总站租房/高楼层(共32层)/2008年建板塔结合,1室1厅  
集中供暖,暂无数据,果园,通州,房屋户型：2室1厅1卫  ,60平米  ,探矿家属院  ,,南 北,,探矿家属院 2室1厅 3600元,3600,,https://bj.lianjia.com/zufang/101103204186.html,,果园租房/中楼层(共6层)/1986年建板楼,2室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室1厅1卫  ,82平米  ,首尔甜城一期  ,,南 北,,首尔甜城一期 2室1厅 1800元,1800,,https://lf.lianjia.com/zufang/101103204234.html,,首尔甜城租房/中楼层(共33层)/2014年建塔楼,2室1厅  
集中供暖,整租,通州北苑,通州,房屋户型：2室2厅1卫  整租,108平米  ,世纪星城三期  ,,南 北,,精装修 可直接拎包入住 交通便利,6000,,https://bj.lianjia.com/zufang/101103204555.html,,通州北苑租房/低楼层(共31层)/2009年建板塔结合,2室2厅  
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：3室1厅2卫  ,129平米  ,福城上上城三季  ,,南 北,,福城上上城三季 3室1厅 1700元,1700,,https://lf.lianjia.com/zufang/101103204561.html,,燕顺路东租房/高楼层(共23层)/2010年建板塔结合,3室1厅  
集中供暖,整租,青塔,丰台,房屋户型：2室1厅1卫  整租,93平米  ,建邦枫景  ,精装修,南 北,集中供暖,建邦枫景 2室1厅 5500元,5500,近地铁,https://bj.lianjia.com/zufang/101103204584.html,随时看房,青塔租房/中楼层(共9层)/2010年建板楼,2室1厅  
集中供暖,暂无数据,马家堡,丰台,房屋户型：1房间1卫  ,46平米  ,7克拉  ,,东,,7克拉 1房间1卫 5800元,5800,,https://bj.lianjia.com/zufang/101103204590.html,,马家堡租房/中楼层(共13层)/2012年建板塔结合,1房间1卫  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室1厅1卫  ,80平米  ,首尔甜城一期  ,,南 北,,首尔甜城一期 2室1厅 1500元,1500,,https://lf.lianjia.com/zufang/101103204594.html,,首尔甜城租房/高楼层(共33层)/2014年建板楼,2室1厅  
集中供暖,暂无数据,武夷花园,通州,房屋户型：2室1厅1卫  ,86平米  ,京贸国际城西区  ,,东南,,京贸国际城西区 2室1厅 5500元,5500,,https://bj.lianjia.com/zufang/101103204611.html,,武夷花园租房/高楼层(共40层)/2011年建塔楼,2室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：2室1厅1卫  ,104平米  ,福城上上城五期  ,,南,,福城上上城五期 2室1厅 1300元,1300,,https://lf.lianjia.com/zufang/101103204620.html,,福成五期公交总站租房/高楼层(共13层)/2009年建板楼,2室1厅  
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：2室1厅1卫  ,89平米  ,福城上上城三季  ,,南 北,,福城上上城三季 2室1厅 1800元,1800,,https://lf.lianjia.com/zufang/101103204622.html,,燕顺路东租房/中楼层(共15层)/2010年建板塔结合,2室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室1厅1卫  ,82平米  ,首尔甜城一期  ,,南 北,,首尔甜城一期 2室1厅 1600元,1600,,https://lf.lianjia.com/zufang/101103204628.html,,首尔甜城租房/中楼层(共33层)/2014年建塔楼,2室1厅  
集中供暖,整租,马家堡,丰台,房屋户型：2室2厅1卫  整租,94平米  ,明月嘉园  ,,南,,明月嘉园 2室2厅 7800元,7800,,https://bj.lianjia.com/zufang/101103203783.html,,马家堡租房/高楼层(共24层)/2004年建塔楼,2室2厅  
集中供暖,整租,大望路,朝阳,房屋户型：2室1厅1卫  整租,89平米  ,珠江帝景伯爵山  ,,南,,珠江帝景伯爵山 2室1厅 14000元,14000,,https://bj.lianjia.com/zufang/101103203789.html,,大望路租房/低楼层(共16层)/2008年建板楼,2室1厅  
集中供暖,暂无数据,天洋城4代,燕郊,房屋户型：3室1厅1卫  ,89平米  ,夏威夷蓝湾  ,,南 北,,夏威夷蓝湾 3室1厅 1200元,1200,,https://lf.lianjia.com/zufang/101103203815.html,,天洋城4代租房/中楼层(共33层)/2015年建塔楼,3室1厅  
集中供暖,整租,潞苑,通州,房屋户型：1室1厅1卫  整租,48平米  ,古韵新居  ,,南,,古韵新居 1室1厅 3800元,3800,,https://bj.lianjia.com/zufang/101103203808.html,,潞苑租房/中楼层(共11层)/2009年建板塔结合,1室1厅  
集中供暖,暂无数据,枣园,大兴,房屋户型：1房间1卫  ,63平米  ,首邑上城  ,,南,,首邑上城 1房间1卫 4500元,4500,,https://bj.lianjia.com/zufang/101103203841.html,,枣园租房/中楼层(共15层)/2007年建塔楼,1房间1卫  
集中供暖,整租,北苑,朝阳,房屋户型：2室1厅1卫  整租,56平米  ,安外北苑2号院  ,,南 北,,安外北苑2号院 2室1厅 6200元,6200,,https://bj.lianjia.com/zufang/101103203848.html,,北苑租房/低楼层(共4层)/1980年建板楼,2室1厅  
集中供暖,整租,亦庄,亦庄开发区,房屋户型：3房间2卫  整租,121平米  ,林肯公园二期  ,,南,,林肯公园二期 3房间2卫 9000元,9000,,https://bj.lianjia.com/zufang/101103203863.html,,亦庄租房/高楼层(共22层)/2013年建塔楼,3房间2卫  
自供暖,暂无数据,旧宫,大兴,房屋户型：3室1厅2卫  ,133平米  ,宣颐家园  ,,南 北,,宣颐家园 3室1厅 12000元,12000,,https://bj.lianjia.com/zufang/101103204079.html,,旧宫租房/低楼层(共4层)/2003年建板楼,3室1厅  
集中供暖,整租,亚运村,朝阳,房屋户型：1室1厅1卫  整租,46平米  ,慧忠里  ,,南,,慧忠里正规一居室 全南向 户型方正 中间楼层 押一付三,5600,,https://bj.lianjia.com/zufang/101103204137.html,,亚运村租房/中楼层(共6层)/1993年建板楼,1室1厅  
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：1室1厅1卫  ,58平米  ,燕京新城  ,,南 北,,燕京新城 1室1厅 1200元,1200,,https://lf.lianjia.com/zufang/101103204156.html,,燕顺路东租房/中楼层(共4层)/2003年建板楼,1室1厅  
集中供暖,暂无数据,燕顺路西,燕郊,房屋户型：2室1厅1卫  ,85平米  ,星河皓月  ,,南 北,,星河皓月 2室1厅 1300元,1300,,https://lf.lianjia.com/zufang/101103215706.html,,燕顺路西租房/中楼层(共28层)/2010年建塔楼,2室1厅  
集中供暖,暂无数据,天洋城,燕郊,房屋户型：2室1厅1卫  ,77平米  ,天洋城  ,,南,,天洋城 2室1厅 1300元,1300,,https://lf.lianjia.com/zufang/101103215733.html,,天洋城租房/高楼层(共24层)/2011年建板塔结合,2室1厅  
集中供暖,暂无数据,霍营,昌平,房屋户型：2室1厅1卫  ,60平米  ,霍营小区  ,,南 北,,霍营小区 2室1厅 5300元,5300,,https://bj.lianjia.com/zufang/101103215746.html,,霍营租房/低楼层(共6层)/1994年建板楼,2室1厅  
集中供暖,整租,西三旗,海淀,房屋户型：1室1厅1卫  整租,47平米  ,育新花园  ,,西南,,育新花园 1室1厅 5500元,5500,,https://bj.lianjia.com/zufang/101103215787.html,,西三旗租房/低楼层(共6层)/1995年建板楼,1室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：2室1厅1卫  ,82平米  ,潮白星光公馆  ,,南,,潮白星光公馆 2室1厅 2500元,2500,,https://lf.lianjia.com/zufang/101103215817.html,,燕顺路国道租房/低楼层(共24层)/2012年建板楼,2室1厅  
集中供暖,暂无数据,天洋城,燕郊,房屋户型：1室1厅1卫  ,64平米  ,天洋城  ,,西,,天洋城 1室1厅 1400元,1400,,https://lf.lianjia.com/zufang/101103215826.html,,天洋城租房/中楼层(共31层)/2013年建塔楼,1室1厅  
集中供暖,暂无数据,燕京航城,燕郊,房屋户型：1室1厅1卫  ,55平米  ,燕京航城  ,,东南,,燕京航城正规一居室，家具家电齐全，随时拎包入住,1100,,https://lf.lianjia.com/zufang/101103214648.html,,燕京航城租房/低楼层(共27层)/2014年建板楼,1室1厅  
暂无数据,暂无数据,燕顺路国道,燕郊,房屋户型：1室1厅1卫  ,50平米  ,汇福悦榕湾  ,,北,,汇福悦榕湾 1室1厅 1500元,1500,,https://lf.lianjia.com/zufang/101103214650.html,,燕顺路国道租房/高楼层(共34层)/暂无数据,1室1厅  
自供暖,暂无数据,建国门外,朝阳,房屋户型：1室1厅2卫  ,57平米  ,丽舍公寓  ,,西,,丽舍公寓 1室1厅 12000元,12000,,https://bj.lianjia.com/zufang/101103214661.html,,建国门外租房/中楼层(共13层)/2000年建板塔结合,1室1厅  
,,,,,42平米  ,小营东路5号院  ,,南,,小营东路5号院 1室1厅 5300元,5300,,https://bj.lianjia.com/zufang/101103214695.html,,清河租房/中楼层(共5层)/1985年建板楼,1室1厅  
集中供暖,暂无数据,燕顺路西,燕郊,房屋户型：2室1厅1卫  ,106平米  ,纳丹堡  ,,东南,,纳丹堡 2室1厅 1600元,1600,,https://lf.lianjia.com/zufang/101103214697.html,,燕顺路西租房/中楼层(共33层)/2009年建板楼,2室1厅  
自供暖,整租,方庄,丰台,房屋户型：1室1厅1卫  整租,46平米  ,gogo新世代  ,,西,,gogo新世代 1室1厅 5500元,5500,,https://bj.lianjia.com/zufang/101103214760.html,,方庄租房/高楼层(共30层)/2005年建塔楼,1室1厅  
集中供暖,暂无数据,天宫院,大兴,房屋户型：2室1厅1卫  ,70平米  ,金融街融汇  ,,南 北,,金融街融汇 2室1厅 4800元,4800,,https://bj.lianjia.com/zufang/101103022860.html,,天宫院租房/高楼层(共18层)/2014年建板楼,2室1厅  
集中供暖,暂无数据,天洋城4代,燕郊,房屋户型：2室1厅1卫  ,74平米  ,天洋城4代北区  ,,东北,,天洋城4代北区 2室1厅 1500元,1500,,https://lf.lianjia.com/zufang/101103022903.html,,天洋城4代租房/高楼层(共31层)/2014年建板塔结合,2室1厅  
集中供暖,暂无数据,马驹桥,通州,房屋户型：2室1厅2卫  ,114平米  ,合生世界花园  ,,南 北,,合生世界花园 2室1厅 4000元,4000,,https://bj.lianjia.com/zufang/101103022954.html,,马驹桥租房/高楼层(共18层)/2013年建塔楼,2室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：2室1厅1卫  ,80平米  ,福城上上城六期  ,,南 北,,福城上上城六期 2室1厅 1600元,1600,,https://lf.lianjia.com/zufang/101103023051.html,,福成五期公交总站租房/高楼层(共28层)/2013年建板楼,2室1厅  
暂无数据,暂无数据,燕顺路国道,燕郊,房屋户型：1室1厅1卫  ,91平米  ,汇福悦榕湾  ,,东南,,汇福悦榕湾 1室1厅 1650元,1650,,https://lf.lianjia.com/zufang/101103023059.html,,燕顺路国道租房/低楼层(共34层)/暂无数据,1室1厅  
集中供暖,整租,北苑,朝阳,房屋户型：2室1厅1卫  整租,67平米  ,北苑家园绣菊园  ,,南 北,,北苑家园绣菊园 2室1厅 7500元,7500,,https://bj.lianjia.com/zufang/101103023132.html,,北苑租房/中楼层(共14层)/2000年建板塔结合,2室1厅  
集中供暖,整租,杨庄,石景山,房屋户型：2室1厅1卫  整租,79平米  ,杨庄小区  ,,西南,,杨庄小区 2室1厅 5300元,5300,,https://bj.lianjia.com/zufang/101103023146.html,,杨庄租房/高楼层(共16层)/1999年建塔楼,2室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：2室1厅1卫  ,80平米  ,北蔡新村  ,,南 北,,北蔡新村 2室1厅 1700元,1700,,https://lf.lianjia.com/zufang/101103021820.html,,燕顺路国道租房/中楼层(共18层)/2009年建板塔结合,2室1厅  
暂无数据,暂无数据,首尔甜城,燕郊,房屋户型：4室1厅2卫  ,123平米  ,九里香堤  ,,南 北,,九里香堤 4室1厅 850元,850,,https://lf.lianjia.com/zufang/101103022343.html,,首尔甜城租房/中楼层(共29层)/2015年建暂无数据,4室1厅  
集中供暖,整租,鲁谷,石景山,房屋户型：3室2厅2卫  整租,135平米  ,远洋山水  ,,南 北,,远洋山水精装三居室，诚心出租，看房随时,15000,,https://bj.lianjia.com/zufang/101103022350.html,,鲁谷租房/低楼层(共26层)/2007年建板塔结合,3室2厅  
暂无数据,暂无数据,燕顺路国道,燕郊,房屋户型：2室1厅1卫  ,64平米  ,汇福悦榕湾  ,,西北,,汇福悦榕湾 2室1厅 1700元,1700,,https://lf.lianjia.com/zufang/101103022365.html,,燕顺路国道租房/低楼层(共34层)/板楼,2室1厅  
集中供暖,整租,广安门,西城,房屋户型：2室1厅1卫  整租,54平米  ,广安门外大街  ,,西,,广安门外大街，精装 ，2居，带电梯，集中供暖,5800,,https://bj.lianjia.com/zufang/101103022485.html,,广安门租房/高楼层(共18层)/1995年建塔楼,2室1厅  
集中供暖,整租,健翔桥,朝阳,房屋户型：4房间2卫  整租,162平米  ,峻峰华亭  ,,东 西,,办公纯写字楼 精装办公跃层房源  北四环 交通便利,26000,,https://bj.lianjia.com/zufang/101103022563.html,,健翔桥租房/中楼层(共11层)/2004年建塔楼,4房间2卫  
集中供暖,整租,北苑,朝阳,房屋户型：3室2厅2卫  整租,159平米  ,天润福熙大道  ,,南 西 北,,北苑家园天润福熙大道开发商精装未住三居空房，随时看,16500,,https://bj.lianjia.com/zufang/101103020629.html,,北苑租房/低楼层(共26层)/2016年建板楼,3室2厅  
自供暖,整租,建国门外,朝阳,房屋户型：2室1厅2卫  整租,57平米  ,丽舍公寓  ,,西,,丽舍公寓精装修一居室，家具家电齐全，随时起租,10000,,https://bj.lianjia.com/zufang/101103020697.html,,建国门外租房/高楼层(共13层)/2000年建板塔结合,2室1厅  
暂无数据,暂无数据,首尔甜城,燕郊,房屋户型：3室1厅1卫  ,96平米  ,九里香堤  ,,南 北,,九里香堤精装修三居室 拎包入住 随时可看,3000,,https://lf.lianjia.com/zufang/101103020736.html,,首尔甜城租房/高楼层(共9层)/暂无数据,3室1厅  
